Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=TX
78702,TX,3.15,22499.0,07/15/2009,,
78751,TX,3.5,23876.0,06/24/2009,,
78704,TX,3.24,20714.0,07/21/2009,,
78723,TX,3.42,21397.55,07/21/2009,,
78731,TX,6.3,39000.0,05/01/2009,,
78734,TX,9.45,65886.91,04/08/2009,,
78736,TX,3.15,24844.88,04/10/2009,,
78701,TX,3.2,24299.68,06/18/2009,,
78704,TX,3.15,20748.52,04/01/2009,,
78759,TX,6.65,41961.62,09/09/2009,,
78749,TX,6.336,37760.0,09/16/2009,,
78733,TX,5.6,38374.36,05/26/2009,,
78738,TX,8.75,46619.47,08/21/2009,,
78724,TX,3.24,21961.46,03/17/2009,,
78746,TX,3.15,21242.42,05/01/2009,,
78751,TX,3.15,22517.7,03/17/2009,,
78702,TX,3.172,22589.0,09/11/2009,,
78733,TX,7.8,56000.0,06/25/2009,,
78745,TX,3.15,20000.0,08/06/2009,,
78731,TX,3.15,25986.93,04/06/2009,,
78748,TX,3.15,20778.68,10/19/2009,,
78746,TX,9.45,73042.52,08/18/2009,,
78757,TX,6.3,89938.0,03/24/2009,,
78746,TX,3.6,26321.0,03/17/2009,,
78746,TX,3.6,26321.0,03/17/2009,,
78734,TX,3.15,21430.96,02/24/2009,,
78732,TX,3.168,23500.0,03/09/2009,,
78703,TX,4.8,39769.17,06/29/2009,,
78734,TX,3.24,22619.92,02/24/2009,,
78746,TX,3.075,22887.03,07/14/2009,,
78701,TX,3.15,20378.09,05/01/2009,,
78703,TX,2.04,15711.35,04/14/2009,,
78734,TX,3.15,29421.31,03/11/2009,,
78733,TX,6.65,39889.89,09/09/2009,,
78731,TX,3.15,21744.96,02/24/2009,,
78704,TX,3.2,22720.0,02/27/2009,,
78746,TX,3.15,22394.46,12/31/2008,,
78757,TX,7.4,42577.37,09/25/2009,,
78723,TX,3.168,23000.0,06/01/2009,,
78746,TX,7.2,55379.09,09/28/2009,,
78759,TX,3.124,22631.0,02/23/2009,,
78732,TX,3.136,23794.0,02/23/2009,,
78746,TX,6.12,45360.49,06/12/2009,,
78733,TX,5.2,30330.0,08/24/2009,,
78733,TX,6.09,39610.0,02/05/2009,,
78733,TX,3.15,20412.0,02/05/2009,,
78704,TX,3.15,28567.55,02/12/2009,,
78745,TX,3.136,21775.14,02/12/2009,,
78735,TX,3.15,20520.44,02/24/2009,,
78728,TX,3.15,19924.0,02/27/2009,,
78749,TX,3.15,25050.0,02/12/2009,,
78727,TX,3.136,21897.38,08/31/2009,,
78749,TX,3.78,28049.37,05/26/2009,,
78723,TX,3.15,20709.83,02/03/2009,,
78722,TX,3.15,22332.09,01/21/2009,,
78750,TX,2.88,19378.22,12/23/2008,,
78750,TX,2.88,19378.22,12/23/2008,,
78703,TX,3.15,22376.0,02/19/2009,,
78750,TX,4.2,25793.99,08/21/2009,,
78750,TX,3.15,19244.6,12/23/2008,,
78750,TX,3.15,19994.8,12/23/2008,,
78723,TX,3.024,23578.56,05/04/2009,,
78746,TX,7.0,39063.0,09/18/2009,,
78746,TX,3.2,24229.56,02/27/2009,,
78732,TX,3.168,23500.0,01/09/2009,,
78747,TX,3.024,22271.21,02/04/2009,,
78747,TX,3.024,22271.22,02/04/2009,,
78734,TX,3.15,23505.94,11/05/2008,,
78703,TX,3.15,21405.06,03/10/2009,,
78727,TX,3.2,24695.08,05/19/2009,,
78735,TX,3.276,29802.93,01/14/2009,,
78727,TX,3.15,21773.52,11/25/2008,,
78704,TX,3.15,23834.18,12/15/2008,,
78746,TX,3.04,24263.49,11/24/2008,,
78756,TX,3.15,21900.49,11/17/2008,,
78746,TX,4.5,37254.97,09/01/2009,,
78745,TX,3.15,28708.28,01/14/2009,,
78748,TX,2.846,21411.97,12/15/2008,,
78746,TX,2.52,18600.92,09/30/2008,,
78746,TX,2.52,18600.92,09/30/2008,,
78702,TX,3.744,22471.23,12/19/2008,,
78731,TX,3.15,24488.93,11/03/2008,,
78750,TX,7.0,43615.94,05/13/2009,,
78722,TX,3.15,21744.96,11/25/2008,,
78745,TX,3.15,25949.25,01/23/2009,,
78746,TX,2.73,20789.37,10/12/2009,,
78746,TX,2.8,22608.86,09/30/2008,,
78746,TX,2.8,26743.64,09/30/2008,,
78731,TX,3.42,22232.91,10/14/2008,,
78703,TX,3.15,22781.5,02/02/2009,,
78703,TX,3.15,22781.5,02/02/2009,,
78744,TX,3.2,21538.21,10/20/2008,,
78731,TX,3.168,23065.22,01/09/2009,,
78749,TX,3.15,22465.67,05/04/2009,,
78731,TX,2.66,19907.18,09/30/2008,,
78731,TX,2.66,19907.18,09/30/2008,,
78751,TX,3.15,24162.18,02/06/2009,,
78733,TX,4.0,34820.91,09/29/2008,,
78732,TX,3.168,23500.0,12/08/2008,,
78729,TX,3.15,22189.0,01/13/2009,,
78753,TX,3.36,23838.93,11/17/2008,,
78745,TX,3.168,22700.0,12/08/2008,,
78746,TX,3.06,21320.0,11/24/2008,,
78704,TX,5.775,36776.53,09/29/2009,,
78759,TX,3.136,23825.96,08/06/2008,,
78731,TX,3.168,28093.34,12/15/2008,,
78746,TX,3.15,27646.0,06/16/2009,,
78703,TX,3.15,25855.71,09/30/2008,,
78702,TX,1.8,13755.63,09/29/2008,,
78741,TX,3.15,26375.93,10/21/2008,,
78724,TX,3.24,20738.2,10/01/2008,,
78724,TX,3.24,20768.2,10/01/2008,,
78703,TX,3.0,23147.79,09/24/2008,,
78703,TX,3.0,23147.79,09/24/2008,,
78732,TX,3.168,20000.0,10/01/2008,,
78732,TX,3.168,23500.0,10/01/2008,,
78730,TX,5.58,48756.61,09/25/2009,,
78746,TX,1.05,7513.39,01/09/2009,,
78746,TX,3.15,22540.6,01/09/2009,,
78732,TX,3.168,21200.0,09/22/2008,,
78732,TX,3.168,21200.0,09/22/2008,,
78758,TX,3.15,21476.55,05/25/2009,,
78758,TX,3.24,21961.46,12/22/2008,,
78741,TX,3.06,24000.0,08/07/2008,,
78727,TX,3.42,21426.47,10/14/2008,,
78750,TX,3.15,21294.69,12/10/2008,,
78724,TX,3.24,21405.65,07/29/2008,,
78704,TX,3.15,27300.04,02/25/2009,,
78749,TX,3.15,25007.0,05/05/2010,,
78749,TX,1.8,21056.0,09/10/2008,,
78749,TX,3.0,21056.0,09/10/2008,,
78747,TX,3.24,21622.12,11/04/2008,,
78759,TX,3.168,24380.1,12/15/2008,,
78734,TX,3.168,22515.75,09/22/2008,,
78734,TX,3.168,22515.75,09/22/2008,,
78703,TX,3.15,27311.96,10/21/2008,,
78746,TX,2.688,20046.77,08/11/2008,,
78746,TX,3.136,20231.0,08/11/2008,,
78653,TX,3.15,19052.86,10/22/2008,,
78653,TX,3.15,19052.86,08/18/2008,,
78730,TX,3.15,22521.11,09/29/2008,,
78730,TX,3.15,45042.21,09/29/2008,,
78759,TX,3.15,22132.24,11/04/2008,,
78746,TX,3.15,30914.48,02/04/2009,,
78746,TX,3.136,23686.21,08/04/2008,,
78733,TX,3.0,23058.86,09/25/2008,,
78733,TX,3.0,23058.87,09/25/2008,,
78746,TX,3.42,29193.2,08/04/2008,,
78704,TX,2.1,17384.94,08/27/2008,,
78704,TX,3.15,23328.12,06/16/2008,,
78745,TX,4.356,31201.42,09/01/2009,,
78745,TX,3.34,25203.71,08/06/2008,,
78745,TX,3.06,19081.78,11/26/2008,,
78746,TX,3.15,24306.41,09/15/2008,,
78739,TX,3.15,21600.67,08/25/2008,,
78759,TX,0.99,7200.0,09/23/2008,,
78759,TX,2.97,21190.0,09/23/2008,,
78746,TX,3.15,22844.84,07/08/2008,,
78704,TX,4.32,28891.75,10/27/2009,,
78758,TX,3.15,21033.19,08/18/2008,,
78758,TX,3.15,21033.19,08/18/2008,,
78757,TX,3.15,20868.96,08/25/2008,,
78745,TX,3.2,21380.0,08/13/2008,,
78731,TX,3.136,24225.91,08/11/2008,,
78746,TX,3.2,22175.0,07/01/2008,,
78750,TX,3.15,20928.43,11/25/2008,,
78750,TX,3.15,20928.43,11/25/2008,,
78733,TX,2.24,17366.0,08/15/2008,,
78729,TX,3.15,20990.55,06/19/2008,,
78757,TX,3.136,24000.0,09/08/2008,,
78705,TX,1.575,8154.78,12/11/2009,,
78704,TX,3.15,18427.22,11/17/2008,,
78704,TX,3.15,23339.76,06/02/2008,,
78750,TX,3.24,21803.2,06/09/2008,,
78759,TX,1.575,11010.0,04/30/2009,,
78759,TX,3.15,24887.03,06/17/2008,,
78759,TX,2.45,14191.09,10/09/2009,,
78734,TX,3.2,20957.25,11/17/2008,,
78724,TX,3.15,21538.21,06/10/2008,,
78746,TX,3.15,25565.41,08/01/2009,,
78746,TX,3.15,25565.41,11/10/2008,,
78746,TX,3.15,25565.41,08/18/2008,,
78759,TX,2.72,20419.62,09/15/2008,,
78759,TX,3.04,20994.44,09/15/2008,,
78759,TX,3.15,21182.0,07/01/2008,,
78734,TX,2.672,21803.0,10/13/2008,,
78703,TX,3.0,23758.91,05/29/2008,,
78750,TX,3.15,21175.79,05/07/2008,,
78704,TX,3.0,23758.39,09/30/2008,,
78704,TX,3.0,23758.39,09/30/2008,,
78723,TX,3.2,22275.25,04/22/2008,,
78741,TX,3.15,18316.0,03/21/2008,,
78703,TX,5.07,43217.14,05/28/2010,,
78703,TX,3.2,21519.74,03/26/2008,,
78759,TX,7.175,45212.0,08/10/2009,,
78734,TX,3.15,20992.34,07/28/2008,,
78732,TX,3.0,24850.5,09/12/2008,,
78732,TX,3.0,24851.0,09/12/2008,,
78703,TX,3.15,20700.0,06/02/2008,,
78749,TX,3.2,22741.0,04/22/2008,,
78733,TX,3.24,21613.03,07/08/2008,,
78704,TX,2.1,17786.4,10/13/2008,,
78722,TX,1.712,17655.79,03/21/2008,,
78759,TX,3.15,26274.45,07/23/2009,,
78747,TX,3.15,20969.89,05/21/2008,,
78759,TX,3.15,21126.86,04/24/2008,,
78752,TX,3.2,24073.0,03/26/2008,,
78702,TX,3.024,21603.0,03/10/2008,,
78759,TX,3.15,20994.79,02/25/2008,,
78731,TX,3.132,25366.0,04/17/2008,,
78734,TX,3.06,23164.09,04/22/2008,,
78660,TX,3.24,24225.91,05/29/2008,,
78751,TX,3.15,21359.59,05/22/2008,,
78703,TX,15.6,106125.75,09/25/2008,,
78703,TX,10.816,73580.52,09/25/2008,,
78724,TX,3.2,21245.93,02/25/2008,,
78730,TX,2.808,21041.71,01/18/2008,,
78730,TX,3.024,21140.98,01/18/2008,,
78738,TX,2.25,17126.64,02/28/2008,,
78738,TX,3.15,23977.29,02/26/2008,,
78722,TX,1.38,15929.32,07/22/2008,,
78724,TX,3.15,21832.79,12/18/2007,,
78750,TX,3.15,20904.81,03/31/2008,,
78750,TX,3.15,21234.06,03/31/2008,,
78735,TX,3.28,27774.08,01/04/2008,,
78660,TX,3.024,21188.0,01/18/2008,,
78704,TX,3.06,22810.13,11/05/2008,,
78704,TX,3.06,22810.13,09/22/2008,,
78730,TX,3.15,36176.0,04/09/2008,,
78748,TX,3.15,21013.19,12/18/2007,,
78756,TX,2.52,17663.0,09/22/2008,,
78704,TX,2.94,25514.26,03/05/2008,,
78735,TX,3.328,28787.0,12/04/2007,,
78746,TX,3.34,25850.4,07/22/2008,,
78733,TX,3.15,21071.11,12/27/2007,,
78746,TX,2.808,22107.07,01/08/2008,,
78746,TX,3.024,22229.9,01/08/2008,,
78746,TX,2.45,19382.65,02/13/2008,,
78704,TX,3.328,23399.99,05/02/2008,,
78703,TX,2.0,18456.0,01/08/2008,,
78705,TX,3.15,21249.21,04/17/2008,,
78751,TX,2.56,20322.6,08/20/2008,,
78723,TX,3.15,23445.98,12/04/2007,,
78734,TX,3.5,30661.46,12/26/2007,,
78735,TX,3.15,20661.92,01/29/2008,,
78759,TX,3.15,20667.87,01/15/2008,,
78732,TX,3.0,22889.43,06/03/2008,,
78734,TX,1.84,16084.1,02/06/2009,,
78734,TX,3.328,24808.43,01/18/2008,,
78748,TX,1.05,8198.54,03/26/2008,,
78748,TX,3.15,32794.18,03/26/2008,,
78702,TX,3.34,23527.08,12/20/2007,,
78751,TX,3.15,26354.33,11/03/2008,,
78702,TX,3.366,20361.0,01/31/2008,,
78746,TX,1.575,11549.0,03/04/2008,,
78746,TX,3.15,21000.0,03/31/2008,,
78735,TX,3.4,20650.0,05/07/2008,,
78723,TX,3.28,25483.44,06/30/2008,,
78756,TX,3.12,20965.72,06/16/2008,,
78746,TX,3.15,20900.89,12/12/2008,,
78746,TX,3.15,21396.01,02/25/2008,,
78746,TX,3.15,20611.04,09/28/2007,,
78727,TX,3.2,20875.0,02/26/2008,,
78704,TX,3.15,22075.5,02/19/2008,,
78747,TX,2.625,16990.35,09/27/2007,,
78746,TX,3.15,20388.42,09/27/2007,,
78734,TX,3.168,25673.12,04/15/2009,,
78734,TX,3.168,26935.36,08/18/2008,,
78746,TX,3.2,22160.0,10/01/2007,,
78746,TX,3.2,22160.0,10/01/2007,,
78731,TX,3.28,25892.12,02/26/2008,,
78759,TX,3.04,21984.0,04/23/2008,,
78734,TX,3.136,22454.91,08/18/2008,,
78734,TX,3.136,22454.91,08/18/2008,,
78734,TX,3.15,21701.12,12/28/2007,,
78758,TX,2.56,19815.0,02/01/2008,,
78757,TX,3.24,21514.0,07/28/2008,,
78732,TX,3.34,23825.27,12/04/2007,,
78748,TX,3.15,20661.92,10/16/2007,,
78734,TX,2.625,15849.74,12/17/2008,,
78734,TX,3.15,22015.04,11/21/2007,,
78759,TX,3.15,21014.27,12/18/2007,,
78759,TX,3.34,23770.81,01/17/2008,,
78746,TX,3.5,28096.26,06/05/2008,,
78704,TX,2.282,26504.0,10/12/2008,,
78704,TX,3.132,22872.0,02/12/2008,,
78704,TX,0.576,3824.64,10/02/2007,,
78704,TX,3.842,20799.36,10/02/2007,,
78749,TX,3.2,21850.0,12/13/2007,,
78750,TX,3.15,21321.7,10/10/2007,,
78702,TX,3.15,22369.12,12/04/2007,,
78704,TX,3.006,21500.96,10/09/2007,,
78751,TX,3.12,20965.72,02/07/2008,,
78746,TX,3.424,23397.2,10/09/2007,,
78727,TX,1.575,9421.33,03/12/2008,,
78727,TX,3.15,21600.45,09/13/2007,,
78746,TX,3.15,21429.95,08/28/2007,,
78746,TX,3.24,20863.55,07/21/2008,,
78746,TX,3.3,23699.84,10/09/2007,,
78759,TX,3.168,24201.7,09/29/2008,,
78759,TX,3.28,27073.03,12/20/2007,,
78703,TX,3.34,24847.31,02/25/2008,,
78756,TX,3.328,26408.47,04/10/2008,,
78756,TX,0.7,4731.58,10/24/2007,,
78756,TX,3.15,23298.14,09/18/2007,,
78746,TX,3.69,30164.3,04/08/2008,,
78746,TX,3.69,32307.85,09/27/2007,,
78751,TX,3.28,28090.8,01/18/2008,,
78746,TX,3.2,21420.84,08/04/2008,,
78746,TX,3.2,24331.5,08/04/2008,,
78730,TX,3.24,18622.79,10/02/2007,,
78730,TX,3.24,18622.79,10/02/2007,,
78703,TX,3.15,21116.03,08/07/2007,,
78759,TX,3.24,20567.0,09/24/2008,,
78746,TX,3.15,21088.96,08/22/2007,,
78724,TX,3.15,21094.38,07/28/2008,,
78735,TX,3.04,22558.2,06/10/2008,,
78734,TX,3.04,22558.2,06/10/2008,,
78751,TX,3.4,23727.89,07/24/2007,,
78731,TX,4.2,27518.98,05/21/2009,,
78758,TX,3.15,20720.29,11/04/2007,,
78759,TX,3.15,20936.79,09/13/2007,,
78747,TX,3.15,21216.16,03/12/2008,,
78735,TX,3.328,23433.42,07/11/2007,,
78702,TX,3.2,21442.95,03/31/2008,,
78704,TX,3.2,23778.0,08/14/2007,,
78731,TX,3.15,21016.03,04/27/2007,,
78748,TX,3.328,22500.0,08/13/2007,,
78733,TX,2.34,12883.2,10/08/2008,,
78733,TX,3.06,20155.53,07/03/2008,,
78733,TX,3.15,22840.06,06/19/2008,,
78733,TX,3.15,20832.0,07/03/2007,,
78704,TX,3.5,28199.66,09/05/2007,,
78704,TX,3.12,22701.62,11/26/2007,,
78734,TX,3.15,22406.78,08/28/2007,,
78746,TX,1.845,14080.29,09/23/2008,,
78746,TX,3.075,37547.44,09/23/2008,,
78746,TX,3.24,20813.55,12/19/2007,,
78722,TX,3.5,27333.88,10/08/2008,,
78731,TX,3.2,23150.0,11/16/2007,,
78734,TX,3.15,21286.85,02/06/2008,,
78734,TX,3.15,20121.73,04/27/2007,,
78724,TX,3.15,20021.73,05/15/2007,,
78733,TX,3.04,24898.2,07/21/2008,,
78758,TX,3.15,20620.2,08/06/2007,,
78759,TX,3.15,20770.57,07/24/2007,,
78746,TX,3.5,32834.47,02/06/2008,,
78704,TX,4.2,26139.13,06/10/2009,,
78730,TX,2.8,17787.16706,08/07/2007,,
78730,TX,3.15,20010.56294,08/07/2007,,
78748,TX,2.912,20595.0,01/17/2008,,
78731,TX,3.5,27242.87,06/12/2007,,
78757,TX,3.15,19917.42,08/07/2007,,
78752,TX,3.15,26846.76,11/17/2008,,
78746,TX,3.15,22743.18,03/10/2009,,
78746,TX,3.42,26846.76,08/25/2008,,
78723,TX,3.15,20582.9,06/29/2007,,
78703,TX,3.15,22828.46,11/21/2007,,
78751,TX,3.5,23421.76,04/30/2008,,
78751,TX,3.5,22757.77,07/24/2007,,
78746,TX,3.15,20331.48,07/18/2007,,
78731,TX,3.15,21242.29,07/08/2008,,
78757,TX,3.15,21090.64,11/04/2008,,
78746,TX,2.45,15401.59,11/21/2007,,
78731,TX,3.15,20620.29,12/06/2007,,
78703,TX,2.45,21898.0,10/02/2007,,
78703,TX,3.15,21898.0,10/02/2007,,
78759,TX,3.15,22017.31,11/21/2007,,
78746,TX,3.325,21168.64,05/15/2007,,
78731,TX,3.12,21507.83,08/13/2007,,
78732,TX,3.2,21625.0,10/01/2007,,
78731,TX,3.2,21625.0,10/01/2007,,
78733,TX,2.496,19550.6,07/10/2007,,
78730,TX,2.55,30458.28,06/05/2007,,
78730,TX,3.06,36449.72182,06/05/2007,,
78741,TX,3.15,19826.73,04/19/2007,,
78733,TX,3.15,23940.88,01/12/2009,,
78752,TX,3.15,21906.25,09/21/2007,,
78704,TX,3.15,21278.94,12/06/2007,,
78751,TX,3.15,21933.88,09/13/2007,,
78746,TX,3.24,21245.44,11/04/2008,,
78746,TX,3.15,20324.5,03/19/2007,,
78704,TX,3.4,22593.54,12/04/2007,,
78704,TX,3.4,23968.96,04/06/2007,,
78746,TX,3.15,19515.37,04/10/2007,,
78703,TX,3.1,20086.41,11/15/2007,,
78733,TX,3.24,21488.1,02/03/2009,,
78733,TX,3.12,20761.26,06/19/2007,,
78759,TX,3.15,20132.5,02/02/2007,,
78735,TX,3.87,27910.97,04/05/2007,,
78703,TX,3.24,22567.18,08/18/2008,,
78703,TX,3.15,21992.18,02/23/2007,,
78732,TX,4.118,42245.07,04/05/2007,,
78704,TX,3.01,24012.5,04/05/2007,,
78746,TX,3.12,20507.83,03/01/2007,,
78704,TX,3.136,22454.58,09/29/2008,,
78704,TX,3.136,22454.58,09/29/2008,,
78704,TX,3.15,20507.83,04/20/2007,,
78739,TX,3.15,20915.22,11/29/2007,,
78732,TX,3.15,21507.83,09/25/2007,,
78759,TX,2.912,19656.77,01/12/2007,,
78758,TX,3.328,23573.03,12/20/2007,,
78758,TX,3.328,22997.85,03/27/2007,,
78759,TX,3.328,22459.52,01/12/2007,,
78756,TX,2.38,17258.0,04/05/2007,,
78741,TX,3.15,21169.07,01/29/2008,,
78759,TX,3.328,21440.2,01/25/2007,,
78734,TX,3.328,21897.57,02/01/2007,,
78731,TX,3.328,21623.97,01/25/2007,,
78751,TX,2.45,13024.0,02/21/2007,,
78735,TX,2.38,17116.09,03/09/2007,,
78754,TX,3.15,21250.82,03/12/2007,,
78759,TX,3.15,21344.52,11/01/2006,,
78759,TX,3.34,22941.39,04/24/2007,,
78746,TX,5.1,57396.0,02/26/2007,,
78746,TX,3.006,22698.0,06/18/2007,,
78704,TX,3.15,20554.21,02/13/2007,,
78617,TX,8.4,40559.0,12/29/2009,,
78703,TX,3.06,21249.12,03/27/2007,,
78724,TX,3.2,19800.0,03/28/2007,,
78754,TX,3.42,21391.75,08/15/2007,,
78746,TX,2.992,21247.84,02/26/2007,,
78704,TX,3.15,20524.98,11/20/2006,,
78731,TX,3.12,25273.77,02/29/2008,,
78704,TX,3.328,22504.46,01/31/2007,,
78729,TX,3.15,20473.69,10/23/2006,,
78750,TX,3.5,29135.61,11/21/2006,,
78734,TX,3.15,21810.3,03/30/2009,,
78703,TX,8.4,51051.07,09/12/2006,,
78746,TX,3.5,30728.2,07/23/2009,,
78746,TX,3.42,28247.02,10/02/2007,,
78749,TX,3.2,20453.65,04/13/2007,,
78735,TX,3.15,21594.64,12/11/2006,,
78745,TX,2.975,20534.31,05/29/2007,,
78745,TX,3.15,21224.28,11/20/2006,,
78746,TX,3.2,21507.83,11/28/2006,,
78727,TX,3.15,19800.0,01/31/2007,,
78703,TX,3.15,21906.25,03/13/2007,,
78731,TX,1.0,7657.5,07/31/2007,,
78731,TX,3.0,22972.5,08/01/2007,,
78754,TX,7.7,46434.97,07/28/2009,,
78731,TX,2.414,19306.42,02/21/2007,,
78702,TX,3.12,22385.0,11/21/2006,,
78749,TX,3.24,21898.01,12/12/2008,,
78731,TX,3.328,24261.0,05/15/2007,,
78704,TX,3.124,22017.35,02/21/2007,,
78747,TX,3.06,20877.45,10/30/2006,,
78749,TX,2.912,19855.0,01/12/2007,,
78704,TX,3.06,25082.26,11/14/2006,,
78704,TX,1.62,18219.0,07/31/2007,,
78758,TX,3.15,20466.53,08/31/2006,,
78751,TX,3.12,20857.83,09/26/2007,,
78732,TX,3.2,20151.54,10/24/2006,,
78746,TX,3.744,25919.37,11/08/2006,,
78746,TX,3.15,21000.0,03/05/2007,,
78705,TX,3.744,26002.03,10/04/2006,,
78727,TX,3.5,27851.68,09/08/2006,,
78733,TX,3.04,20286.5,09/25/2007,,
78733,TX,3.23,21554.5,09/25/2007,,
78750,TX,3.15,21827.64,02/08/2007,,
78704,TX,3.12,20981.51,01/29/2007,,
78703,TX,3.328,22064.44,01/23/2007,,
78704,TX,2.912,19854.55,10/16/2006,,
78704,TX,2.8,17216.7,04/19/2007,,
78704,TX,3.15,20015.8,08/18/2006,,
78704,TX,3.15,24325.82,04/30/2008,,
78702,TX,3.15,20461.38,07/25/2006,,
78759,TX,3.15,20366.53,08/23/2006,,
78704,TX,3.06,20947.65,10/20/2006,,
78746,TX,3.06,21557.22,08/31/2006,,
78704,TX,2.992,21309.71,12/04/2007,,
78759,TX,3.328,22470.54,10/20/2006,,
78746,TX,3.06,24168.66,03/09/2007,,
78748,TX,3.15,23903.0,07/20/2006,,
78722,TX,3.12,23394.0,04/16/2007,,
78734,TX,3.15,20000.0,08/23/2006,,
78759,TX,3.12,19500.0,09/05/2006,,
78758,TX,3.24,20179.0,07/09/2007,,
78745,TX,3.4632,20050.0,12/14/2007,,
78749,TX,3.15,21191.81,02/13/2008,,
78704,TX,3.1,20297.16,08/14/2007,,
78757,TX,3.12,19280.0,09/05/2006,,
78704,TX,3.12,22683.0,02/20/2007,,
78704,TX,3.06,21331.01,12/04/2006,,
78757,TX,3.12,18825.82,06/01/2006,,
78723,TX,2.912,19818.87,01/12/2007,,
78759,TX,3.15,21172.08,07/11/2007,,
78705,TX,3.0,18541.12,08/21/2006,,
78704,TX,3.12,19500.0,08/21/2006,,
78704,TX,9.66,73345.68,03/01/2010,,
78730,TX,3.006,21636.62,12/12/2008,,
78729,TX,2.6,19897.0,04/27/2006,,
78747,TX,3.12,20418.0,05/30/2006,,
78704,TX,3.12,18270.5,05/12/2006,,
78730,TX,3.2,23174.27,02/27/2009,,
78702,TX,3.15,20461.38,07/25/2006,,
78702,TX,3.5,21819.91,07/25/2006,,
78722,TX,2.496,17124.22,08/22/2006,,
78733,TX,2.72,19018.13,05/18/2006,,
78729,TX,2.85,20071.39,07/12/2007,,
78748,TX,3.12,18950.0,05/12/2006,,
78704,TX,1.04,11115.3,10/04/2006,,
78727,TX,3.38,19283.07,08/07/2006,,
78759,TX,3.4,19283.07,08/07/2006,,
78745,TX,3.06,20150.43,04/03/2006,,
78703,TX,3.15,21926.35,11/13/2006,,
78734,TX,5.18,35406.15,04/18/2006,,
78757,TX,3.12,22281.0,04/25/2006,,
78731,TX,3.5,21188.96,05/19/2006,,
78733,TX,3.328,21410.75,05/18/2006,,
78734,TX,3.15,19078.34,06/25/2007,,
78734,TX,3.6,22296.48,04/04/2006,,
78746,TX,3.34,22344.66,07/26/2006,,
78727,TX,3.15,27000.0,02/06/2009,,
78746,TX,3.15,19142.39,08/06/2006,,
78731,TX,2.28,21018.9,11/03/2008,,
78733,TX,3.06,18700.0,02/06/2006,,
78759,TX,3.06,18700.0,03/07/2006,,
78704,TX,3.06,20401.38,01/20/2006,,
78746,TX,1.89,17397.12,02/26/2008,,
78746,TX,3.15,46392.32,02/26/2008,,
78730,TX,5.1,26188.62,05/09/2006,,
78733,TX,3.15,21836.5,09/12/2008,,
78727,TX,3.2,20486.2,04/18/2006,,
78704,TX,3.2,19532.33,05/19/2006,,
78730,TX,3.075,18700.0,04/04/2006,,
78703,TX,2.52,20826.24,09/30/2008,,
78703,TX,2.04,18066.0,04/27/2006,,
78758,TX,3.4,20910.09,01/31/2006,,
78734,TX,3.4,22409.62,02/06/2006,,
78746,TX,3.15,20997.5,03/15/2006,,
78730,TX,3.4,20817.25,01/04/2006,,
78759,TX,3.06,21366.8,03/03/2006,,
78748,TX,3.06,20965.0,03/15/2006,,
78733,TX,2.04,15102.38,03/27/2006,,
78756,TX,3.4,20929.16,02/03/2006,,
78732,TX,3.2,23932.18,05/09/2006,,
78759,TX,3.06,23329.0,03/15/2006,,
78761,TX,3.4,23390.0,03/31/2006,,
78704,TX,3.4,20929.16,03/13/2006,,
78746,TX,3.15,26421.61,11/05/2008,,
78746,TX,3.4,21380.79,01/10/2006,,
78735,TX,3.4,21216.66,03/13/2006,,
78731,TX,2.72,19211.28,03/01/2006,,
78757,TX,2.72,17073.31,01/18/2006,,
78730,TX,3.12,18700.0,05/30/2006,,
78703,TX,3.06,20304.82,12/22/2005,,
78749,TX,3.06,19830.43,04/26/2006,,
78730,TX,3.4,20729.16,04/04/2006,,
78746,TX,3.4,25112.52,05/09/2006,,
78727,TX,3.15,20931.0,04/27/2006,,
78753,TX,3.06,21752.0,03/15/2006,,
78746,TX,2.13,17955.95,03/27/2007,,
78746,TX,12.04,105031.31,07/21/2006,,
78750,TX,3.4,21789.99,01/20/2006,,
78746,TX,3.06,19603.09,12/22/2005,,
78731,TX,3.4,21795.19,12/02/2005,,
78746,TX,3.12,18700.0,05/12/2006,,
78734,TX,3.12,18700.0,05/01/2006,,
78705,TX,3.0,20184.95,02/24/2006,,
78757,TX,1.7,13347.39,04/03/2006,,
78746,TX,14.0,68567.0,09/23/2009,,
78731,TX,3.4,24836.6,02/03/2006,,
78704,TX,3.15,22582.24,09/30/2008,,
78704,TX,3.15,22582.24,09/30/2008,,
78758,TX,3.12,19800.0,04/14/2006,,
78750,TX,3.12,18700.0,04/14/2006,,
78722,TX,3.2,20570.16,12/21/2005,,
78746,TX,3.0,20800.0,03/07/2006,,
78746,TX,3.12,19800.0,04/19/2006,,
78745,TX,3.15,20870.0,10/06/2005,,
78756,TX,3.28,21486.03,12/14/2005,,
78704,TX,3.0,20769.83,11/17/2005,,
78731,TX,3.15,25209.57,02/26/2008,,
78733,TX,3.4,20091.28,12/13/2005,,
78752,TX,3.06,19750.5,11/30/2005,,
78704,TX,2.672,19582.34,06/22/2006,,
78741,TX,3.06,20750.34,11/28/2005,,
78746,TX,3.0,18700.0,02/22/2006,,
78704,TX,1.7,14547.62,01/30/2006,,
78728,TX,3.06,19538.59,02/03/2006,,
